,Date,Debate Type,Speaker,Sents
2,11-14-15,primary_dem,DICKERSON, Before we start the debate here are the rules.
3,11-14-15,primary_dem,DICKERSON,The candidates have one minute to respond to our questions and 30 seconds to respond to our follow-up.
4,11-14-15,primary_dem,DICKERSON,Any candidate who is attacked by another candidate gets 30 seconds for rebuttal.
5,11-14-15,primary_dem,DICKERSON,"Here's how we'll keep time, after a question is asked the green light goes on."
6,11-14-15,primary_dem,DICKERSON,When there are 15 seconds left the candidate gets a yellow warning light.
7,11-14-15,primary_dem,DICKERSON,And when time's up the light turns red.
8,11-14-15,primary_dem,DICKERSON,That means stop talking.
9,11-14-15,primary_dem,DICKERSON,[laughter] Those are the rules.
10,11-14-15,primary_dem,DICKERSON,So let's get started.
11,11-14-15,primary_dem,DICKERSON,You will each have one minute for an opening statement to share your thoughts about the attacks in your Paris and lay out your visions for America.
12,11-14-15,primary_dem,DICKERSON,"First, Senator Sanders."
13,11-14-15,primary_dem,SANDERS," Well, John, let me concur with you and with all Americans who are shocked and disgusted by what we saw in Paris yesterday."
14,11-14-15,primary_dem,SANDERS,"Together, leading the world, this country will rid our planet of this barbarous organization called ISIS."
15,11-14-15,primary_dem,SANDERS,"I'm running for president, because as I go around this nation, I talk to a lot of people."
16,11-14-15,primary_dem,SANDERS,And what I hear is people's concern that the economy we have is a rigged economy.
17,11-14-15,primary_dem,SANDERS,"People are working longer hours for lower wages, and almost all of the new income and wealth goes to the top one percent."
18,11-14-15,primary_dem,SANDERS,"And then on top of that, we've got a corrupt campaign finance system in which millionaires and billionaires are pouring huge sums of money into super PACS heavily influencing the political process."
19,11-14-15,primary_dem,SANDERS,"What my campaign is about is a political revolution -- millions of people standing up and saying, enough is enough."
20,11-14-15,primary_dem,SANDERS,"Our government belongs to all of us, and not just the hand full of billionaires."
21,11-14-15,primary_dem,DICKERSON," All right, Senator Sanders."
22,11-14-15,primary_dem,DICKERSON,Secretary Clinton.
23,11-14-15,primary_dem,CLINTON," Well, our prayers are with the people of France tonight, but that is not enough."
24,11-14-15,primary_dem,CLINTON,"We need to have a resolve that will bring the world together to root out the kind of radical jihadist ideology that motivates organizations like ISIS, a barbaric, ruthless, violent jihadist terrorist group."
25,11-14-15,primary_dem,CLINTON,This election is not only about electing a president.
26,11-14-15,primary_dem,CLINTON,It's also about choosing our next commander-in-chief.
27,11-14-15,primary_dem,CLINTON,"And I will be laying out in detail, what I think we need to do with our friends and allies in Europe and elsewhere to do a better job of coordinating efforts against the scourge of terrorism."
28,11-14-15,primary_dem,CLINTON,"Our country deserves no less, because all of the other issues we want to deal with depend upon us being secure and strong."
29,11-14-15,primary_dem,DICKERSON, Governor O'Malley.
30,11-14-15,primary_dem,DICKERSON,"O'MALLEY: My heart, like all of us in this room, John, and all the people across our country, my hearts go out to the people of France in this moment of loss."
31,11-14-15,primary_dem,DICKERSON,"Parents, and sons, and daughters and family members, and as our hearts go out to them and as our prayers go out to them, we must remember this, that this isn't the new face of conflict and warfare, not in the 20th century but the new face of conflict and warfare in the 21st century."
32,11-14-15,primary_dem,DICKERSON,And there is no nation on the planet better able to adapt to this change than our nation.
33,11-14-15,primary_dem,DICKERSON,We must able to work collaboratively with others.
34,11-14-15,primary_dem,DICKERSON,We must anticipate these threats before they happen.
35,11-14-15,primary_dem,DICKERSON,"This is the new sort of challenge, the new sort of threat that does, in fact, require new thinking, fresh approaches and new leadership."
36,11-14-15,primary_dem,DICKERSON,"As a former mayor and a former governor, there was never a single day, John, when I went to bed or woke up without realizing that this could happen in our own country."
